# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 28 05:32:23 2022
#
# User preference: *
#
# CONSTRAINT:  order by sy_dist asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,pl_orbsmax,pl_radj,pl_massj,st_rad,st_mass,ra,dec,sy_dist,sy_gaiamag
Kepler-1688 b,Kepler-1688,0.060800,,,1.83,0.95,289.5530051,41.2978532,,13.9862000
Kepler-1688 b,Kepler-1688,,,,,,289.5530051,41.2978532,,13.9862000
Kepler-1688 b,Kepler-1688,0.060800,,,1.83,0.95,289.5530051,41.2978532,,13.9862000
Kepler-1688 b,Kepler-1688,0.060800,,,1.83,0.95,289.5530051,41.2978532,,13.9862000
Kepler-1688 b,Kepler-1688,0.057700,,,0.75,0.81,289.5530051,41.2978532,,13.9862000
Kepler-1688 b,Kepler-1688,0.055000,,,0.70,0.69,289.5530051,41.2978532,,13.9862000
Kepler-1688 b,Kepler-1688,,,,,,289.5530051,41.2978532,,13.9862000
Kepler-1688 b,Kepler-1688,,0.113,,,,289.5530051,41.2978532,,13.9862000
Kepler-1737 b,Kepler-1737,0.297000,,,0.88,0.83,297.0148111,47.4864170,,15.3741000
Kepler-1737 b,Kepler-1737,0.297000,,,0.88,0.83,297.0148111,47.4864170,,15.3741000
Kepler-1737 b,Kepler-1737,,0.481,,0.88,0.83,297.0148111,47.4864170,,15.3741000
Kepler-1737 b,Kepler-1737,0.297000,,,0.88,0.83,297.0148111,47.4864170,,15.3741000
Kepler-1737 b,Kepler-1737,0.297000,,,0.88,0.83,297.0148111,47.4864170,,15.3741000
Kepler-1737 b,Kepler-1737,,,,,,297.0148111,47.4864170,,15.3741000
Kepler-1737 b,Kepler-1737,0.282000,,,0.71,0.72,297.0148111,47.4864170,,15.3741000
Kepler-1737 b,Kepler-1737,,,,,,297.0148111,47.4864170,,15.3741000
Kepler-1756 b,Kepler-1756,0.031300,,,0.77,0.74,294.3649040,40.7208898,,15.6634000
Kepler-1756 b,Kepler-1756,0.031900,,,0.81,0.78,294.3649040,40.7208898,,15.6634000
Kepler-1756 b,Kepler-1756,0.031300,,,0.77,0.74,294.3649040,40.7208898,,15.6634000
Kepler-1756 b,Kepler-1756,0.031000,,,0.71,0.72,294.3649040,40.7208898,,15.6634000
Kepler-1756 b,Kepler-1756,0.031300,,,0.77,0.74,294.3649040,40.7208898,,15.6634000
Kepler-1756 b,Kepler-1756,,0.131,,0.81,0.78,294.3649040,40.7208898,,15.6634000
Kepler-1756 b,Kepler-1756,,,,,,294.3649040,40.7208898,,15.6634000
Kepler-1760 b,Kepler-1760,0.220900,,,0.86,0.98,284.1326058,48.8251452,,14.3017000
Kepler-1760 b,Kepler-1760,0.220900,,,0.86,0.98,284.1326058,48.8251452,,14.3017000
Kepler-1760 b,Kepler-1760,0.211000,,,0.75,0.85,284.1326058,48.8251452,,14.3017000
Kepler-1760 b,Kepler-1760,,,,,,284.1326058,48.8251452,,14.3017000
Kepler-1760 b,Kepler-1760,0.208400,,,0.90,0.82,284.1326058,48.8251452,,14.3017000
Kepler-1760 b,Kepler-1760,0.220900,,,0.86,0.98,284.1326058,48.8251452,,14.3017000
Kepler-1760 b,Kepler-1760,,,,,,284.1326058,48.8251452,,14.3017000
Kepler-1760 b,Kepler-1760,,0.204,,0.90,0.82,284.1326058,48.8251452,,14.3017000
Kepler-1795 b,Kepler-1795,0.100400,,,0.71,0.76,286.4792568,39.2698793,,15.7903000
Kepler-1795 b,Kepler-1795,0.094000,,,0.57,0.63,286.4792568,39.2698793,,15.7903000
Kepler-1795 b,Kepler-1795,0.100400,,,0.71,0.76,286.4792568,39.2698793,,15.7903000
Kepler-1795 b,Kepler-1795,,0.148,,0.69,0.77,286.4792568,39.2698793,,15.7903000
Kepler-1795 b,Kepler-1795,,,,,,286.4792568,39.2698793,,15.7903000
Kepler-1795 b,Kepler-1795,0.100200,,,0.69,0.77,286.4792568,39.2698793,,15.7903000
Kepler-1795 b,Kepler-1795,0.100400,,,0.71,0.76,286.4792568,39.2698793,,15.7903000
Kepler-1795 b,Kepler-1795,,,,,,286.4792568,39.2698793,,15.7903000
Kepler-1813 b,Kepler-1813,0.036500,,,0.75,0.82,292.2399069,48.5115214,,15.5361000
Kepler-1813 b,Kepler-1813,,0.126,,0.79,0.81,292.2399069,48.5115214,,15.5361000
Kepler-1813 b,Kepler-1813,0.036500,,,0.75,0.82,292.2399069,48.5115214,,15.5361000
Kepler-1813 b,Kepler-1813,0.036400,,,0.79,0.81,292.2399069,48.5115214,,15.5361000
Kepler-1813 b,Kepler-1813,0.036500,,,0.75,0.82,292.2399069,48.5115214,,15.5361000
Kepler-1813 b,Kepler-1813,,,,,,292.2399069,48.5115214,,15.5361000
Kepler-1813 b,Kepler-1813,0.037000,,,0.75,0.84,292.2399069,48.5115214,,15.5361000
Kepler-1855 b,Kepler-1855,0.011500,,,0.36,0.39,283.4018628,41.5161554,,15.7514000
Kepler-1855 b,Kepler-1855,0.013000,,,0.48,0.49,283.4018628,41.5161554,,15.7514000
Kepler-1855 b,Kepler-1855,0.010300,,,0.29,0.28,283.4018628,41.5161554,,15.7514000
Kepler-1855 b,Kepler-1855,0.010300,,,0.29,0.28,283.4018628,41.5161554,,15.7514000
Kepler-1855 b,Kepler-1855,,,,0.62,0.60,283.4018628,41.5161554,,15.7514000
Kepler-1855 b,Kepler-1855,0.010300,,,0.29,0.28,283.4018628,41.5161554,,15.7514000
Kepler-1855 b,Kepler-1855,,0.109,,0.36,0.39,283.4018628,41.5161554,,15.7514000
Kepler-1910 b,Kepler-1910,0.053600,,,0.64,0.64,296.6171677,41.2811677,,15.5768000
Kepler-1910 b,Kepler-1910,,,,,,296.6171677,41.2811677,,15.5768000
Kepler-1910 b,Kepler-1910,0.053600,,,0.64,0.64,296.6171677,41.2811677,,15.5768000
Kepler-1910 b,Kepler-1910,0.052000,,,0.54,0.57,296.6171677,41.2811677,,15.5768000
Kepler-1910 b,Kepler-1910,,0.106,,0.64,0.64,296.6171677,41.2811677,,15.5768000
Kepler-1910 b,Kepler-1910,0.053600,,,0.64,0.64,296.6171677,41.2811677,,15.5768000
Kepler-1910 b,Kepler-1910,0.053600,,,0.64,0.64,296.6171677,41.2811677,,15.5768000
Kepler-1945 b,Kepler-1945,,0.115,,0.80,0.77,281.8980828,42.2858185,,
Kepler-1945 b,Kepler-1945,0.059700,,,0.80,0.77,281.8980828,42.2858185,,
Kepler-1945 b,Kepler-1945,0.059700,,,0.80,0.77,281.8980828,42.2858185,,
Kepler-1945 b,Kepler-1945,0.059700,,,0.80,0.77,281.8980828,42.2858185,,
Kepler-1945 b,Kepler-1945,,,,,,281.8980828,42.2858185,,
Kepler-1945 b,Kepler-1945,0.059700,,,0.80,0.77,281.8980828,42.2858185,,
Kepler-1964 b,Kepler-1964,,,,,,297.0588033,49.4784362,,
Kepler-1964 b,Kepler-1964,0.032000,,,0.71,0.73,297.0588033,49.4784362,,
Kepler-1964 b,Kepler-1964,0.032200,,,0.70,0.75,297.0588033,49.4784362,,
Kepler-1964 b,Kepler-1964,,0.159,,0.70,0.75,297.0588033,49.4784362,,
Kepler-1964 b,Kepler-1964,0.032000,,,0.71,0.73,297.0588033,49.4784362,,
Kepler-1964 b,Kepler-1964,0.032000,,,0.71,0.73,297.0588033,49.4784362,,
Kepler-241 b,Kepler-241,0.093000,,,0.65,0.67,292.9131121,41.0609786,,15.3871000
Kepler-241 b,Kepler-241,,0.211,,0.70,0.74,292.9131121,41.0609786,,15.3871000
Kepler-241 b,Kepler-241,0.094000,0.208,,0.67,,292.9131121,41.0609786,,15.3871000
Kepler-241 b,Kepler-241,0.093400,,,0.69,0.67,292.9131121,41.0609786,,15.3871000
Kepler-241 b,Kepler-241,,,,,,292.9131121,41.0609786,,15.3871000
Kepler-241 b,Kepler-241,,,,,,292.9131121,41.0609786,,15.3871000
Kepler-241 b,Kepler-241,0.093400,,,0.69,0.67,292.9131121,41.0609786,,15.3871000
Kepler-241 b,Kepler-241,,,,,,292.9131121,41.0609786,,15.3871000
Kepler-241 b,Kepler-241,0.093400,,,0.69,0.67,292.9131121,41.0609786,,15.3871000
Kepler-241 b,Kepler-241,0.093400,,,0.69,0.67,292.9131121,41.0609786,,15.3871000
Kepler-241 c,Kepler-241,0.187100,,,0.69,0.67,292.9131121,41.0609786,,15.3871000
Kepler-241 c,Kepler-241,0.189000,0.229,,0.67,,292.9131121,41.0609786,,15.3871000
Kepler-241 c,Kepler-241,0.187100,,,0.69,0.67,292.9131121,41.0609786,,15.3871000
Kepler-241 c,Kepler-241,0.187100,,,0.69,0.67,292.9131121,41.0609786,,15.3871000
Kepler-241 c,Kepler-241,,,,,,292.9131121,41.0609786,,15.3871000
Kepler-241 c,Kepler-241,,,,,,292.9131121,41.0609786,,15.3871000
Kepler-241 c,Kepler-241,0.187100,,,0.69,0.67,292.9131121,41.0609786,,15.3871000
Kepler-241 c,Kepler-241,,,,,,292.9131121,41.0609786,,15.3871000
Kepler-241 c,Kepler-241,0.187000,,,0.65,0.67,292.9131121,41.0609786,,15.3871000
Kepler-241 c,Kepler-241,,0.244,,0.70,0.74,292.9131121,41.0609786,,15.3871000
Kepler-296 b,Kepler-296,,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,,3.145,,0.37,0.38,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,0.082000,0.192,,0.59,0.63,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,0.069600,,,0.37,0.38,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,,0.088,,0.45,0.48,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,,0.042,,0.22,0.21,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,0.070400,,,0.38,0.39,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,0.079000,0.144,,0.48,0.50,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,0.039000,0.084,,0.56,,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,0.033410,0.090,,0.37,0.38,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,0.069600,,,0.37,0.38,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,0.069600,,,0.37,0.38,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,0.077000,,,0.50,0.52,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,,0.136,,0.37,0.38,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,0.046000,,,0.37,0.38,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,,0.075,,0.22,0.21,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,0.054000,0.299,,0.59,0.63,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,0.051000,,,0.50,0.52,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,0.046000,,,0.37,0.38,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,0.045950,0.136,,0.37,0.38,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,,0.154,,0.45,0.48,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,0.046500,,,0.38,0.39,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,0.052100,0.178,,0.48,0.50,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,0.054000,0.192,,0.56,,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,0.046000,,,0.37,0.38,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,0.104000,,,0.37,0.38,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,0.118000,0.186,,0.48,0.50,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,,0.167,,0.45,0.48,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,,0.147,,0.37,0.38,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,0.122000,0.203,,0.56,,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,0.104000,,,0.37,0.38,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,0.104000,,,0.37,0.38,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,,0.082,,0.22,0.21,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,0.103860,0.129,,0.37,0.38,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,0.115000,,,0.50,0.52,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,0.123000,0.240,,0.59,0.63,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,0.105200,,,0.38,0.39,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,0.149000,0.132,,0.43,0.45,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,0.149200,,,0.37,0.38,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,0.151000,,,0.38,0.39,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,,0.097,,0.37,0.38,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,0.169000,0.136,,0.48,0.50,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,0.149200,,,0.37,0.38,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,0.176000,0.166,,0.59,0.63,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,0.174000,0.156,,0.56,,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,0.149200,,,0.37,0.38,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,0.165000,,,0.50,0.52,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,0.266000,0.186,,0.59,0.63,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,0.225300,,,0.37,0.38,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,0.249000,,,0.50,0.52,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,0.225300,,,0.37,0.38,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,0.263000,0.160,,0.56,,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,0.255000,0.161,,0.48,0.50,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,0.283000,0.156,,0.43,0.45,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,0.225300,,,0.37,0.38,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,0.227900,,,0.38,0.39,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,,0.108,,0.37,0.38,286.5400278,49.4372614,,15.9015000
Kepler-313 b,Kepler-313,0.125000,0.226,,1.54,,298.2948708,48.7754000,,14.1106000
Kepler-313 b,Kepler-313,,,,,,298.2948708,48.7754000,,14.1106000
Kepler-313 b,Kepler-313,,,,,,298.2948708,48.7754000,,14.1106000
Kepler-313 b,Kepler-313,,,,,,298.2948708,48.7754000,,14.1106000
Kepler-313 b,Kepler-313,0.117500,,,1.07,0.96,298.2948708,48.7754000,,14.1106000
Kepler-313 b,Kepler-313,,0.217,,1.39,1.08,298.2948708,48.7754000,,14.1106000
Kepler-313 b,Kepler-313,0.117500,,,1.07,0.96,298.2948708,48.7754000,,14.1106000
Kepler-313 b,Kepler-313,0.117000,,,1.08,0.96,298.2948708,48.7754000,,14.1106000
Kepler-313 b,Kepler-313,0.121500,,,1.48,1.07,298.2948708,48.7754000,,14.1106000
Kepler-313 b,Kepler-313,0.117500,,,1.07,0.96,298.2948708,48.7754000,,14.1106000
Kepler-313 c,Kepler-313,0.196000,,,1.07,0.96,298.2948708,48.7754000,,14.1106000
Kepler-313 c,Kepler-313,,,,,,298.2948708,48.7754000,,14.1106000
Kepler-313 c,Kepler-313,,,,,,298.2948708,48.7754000,,14.1106000
Kepler-313 c,Kepler-313,,,,,,298.2948708,48.7754000,,14.1106000
Kepler-313 c,Kepler-313,,0.203,,1.39,1.08,298.2948708,48.7754000,,14.1106000
Kepler-313 c,Kepler-313,0.196000,,,1.07,0.96,298.2948708,48.7754000,,14.1106000
Kepler-313 c,Kepler-313,0.196000,,,1.07,0.96,298.2948708,48.7754000,,14.1106000
Kepler-313 c,Kepler-313,0.202700,,,1.48,1.07,298.2948708,48.7754000,,14.1106000
Kepler-313 c,Kepler-313,0.208000,0.229,,1.54,,298.2948708,48.7754000,,14.1106000
Kepler-313 c,Kepler-313,0.196000,,,1.08,0.96,298.2948708,48.7754000,,14.1106000
Kepler-345 b,Kepler-345,0.063000,,,0.58,0.61,295.2288521,45.9710432,,14.0341000
Kepler-345 b,Kepler-345,0.063400,,,0.63,0.62,295.2288521,45.9710432,,14.0341000
Kepler-345 b,Kepler-345,0.066000,0.066,,0.62,,295.2288521,45.9710432,,14.0341000
Kepler-345 b,Kepler-345,,,,,,295.2288521,45.9710432,,14.0341000
Kepler-345 b,Kepler-345,,,,,,295.2288521,45.9710432,,14.0341000
Kepler-345 b,Kepler-345,0.063400,,,0.63,0.62,295.2288521,45.9710432,,14.0341000
Kepler-345 b,Kepler-345,0.063400,,,0.63,0.62,295.2288521,45.9710432,,14.0341000
Kepler-345 b,Kepler-345,,0.071,0.00157,,0.70,295.2288521,45.9710432,,14.0341000
Kepler-345 b,Kepler-345,,0.072,,0.68,0.72,295.2288521,45.9710432,,14.0341000
Kepler-345 b,Kepler-345,0.065800,,,0.65,0.71,295.2288521,45.9710432,,14.0341000
Kepler-345 c,Kepler-345,0.074200,,,0.63,0.62,295.2288521,45.9710432,,14.0341000
Kepler-345 c,Kepler-345,,,,,,295.2288521,45.9710432,,14.0341000
Kepler-345 c,Kepler-345,0.074000,,,0.58,0.61,295.2288521,45.9710432,,14.0341000
Kepler-345 c,Kepler-345,0.077000,,,0.65,0.71,295.2288521,45.9710432,,14.0341000
Kepler-345 c,Kepler-345,,0.116,0.00692,,0.70,295.2288521,45.9710432,,14.0341000
Kepler-345 c,Kepler-345,,,,,,295.2288521,45.9710432,,14.0341000
Kepler-345 c,Kepler-345,0.077000,0.107,,0.62,,295.2288521,45.9710432,,14.0341000
Kepler-345 c,Kepler-345,0.074200,,,0.63,0.62,295.2288521,45.9710432,,14.0341000
Kepler-345 c,Kepler-345,0.074200,,,0.63,0.62,295.2288521,45.9710432,,14.0341000
Kepler-345 c,Kepler-345,,0.119,,0.68,0.72,295.2288521,45.9710432,,14.0341000
Kepler-345 c,Kepler-345,,,,,,295.2288521,45.9710432,,14.0341000
Kepler-369 b,Kepler-369,0.031600,,,0.52,0.56,293.6743322,47.9084727,,15.6683000
Kepler-369 b,Kepler-369,0.028900,,,0.41,0.43,293.6743322,47.9084727,,15.6683000
Kepler-369 b,Kepler-369,0.028900,,,0.41,0.43,293.6743322,47.9084727,,15.6683000
Kepler-369 b,Kepler-369,,0.123,,0.48,0.52,293.6743322,47.9084727,,15.6683000
Kepler-369 b,Kepler-369,,0.096,,0.57,0.56,293.6743322,47.9084727,,15.6683000
Kepler-369 b,Kepler-369,,0.105,,0.41,0.43,293.6743322,47.9084727,,15.6683000
Kepler-369 b,Kepler-369,0.030000,,,0.60,0.47,293.6743322,47.9084727,,15.6683000
Kepler-369 b,Kepler-369,,,,0.57,0.56,293.6743322,47.9084727,,15.6683000
Kepler-369 b,Kepler-369,0.030000,0.101,,0.47,,293.6743322,47.9084727,,15.6683000
Kepler-369 b,Kepler-369,,0.103,,0.48,0.50,293.6743322,47.9084727,,15.6683000
Kepler-369 b,Kepler-369,0.028900,,,0.41,0.43,293.6743322,47.9084727,,15.6683000
Kepler-369 b,Kepler-369,,,,0.57,0.56,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,0.089400,,,0.41,0.43,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,0.089400,,,0.41,0.43,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,,0.136,,0.48,0.50,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,,0.127,,0.48,0.52,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,,0.110,,0.41,0.43,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,0.092000,,,0.60,0.47,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,0.094000,0.126,,0.47,,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,0.097700,,,0.52,0.56,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,,0.113,,0.57,0.56,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,,,,0.57,0.56,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,,,,0.57,0.56,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,,,,0.57,0.56,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,0.089400,,,0.41,0.43,293.6743322,47.9084727,,15.6683000
Kepler-383 b,Kepler-383,,,,,,291.3426078,38.3631616,,15.0655000
Kepler-383 b,Kepler-383,0.094000,,,0.65,0.67,291.3426078,38.3631616,,15.0655000
Kepler-383 b,Kepler-383,0.096200,,,0.72,0.71,291.3426078,38.3631616,,15.0655000
Kepler-383 b,Kepler-383,0.094800,,,0.70,0.68,291.3426078,38.3631616,,15.0655000
Kepler-383 b,Kepler-383,,,,,,291.3426078,38.3631616,,15.0655000
Kepler-383 b,Kepler-383,,0.124,,0.71,0.75,291.3426078,38.3631616,,15.0655000
Kepler-383 b,Kepler-383,0.095000,0.118,,0.67,,291.3426078,38.3631616,,15.0655000
Kepler-383 b,Kepler-383,0.094800,,,0.70,0.68,291.3426078,38.3631616,,15.0655000
Kepler-383 b,Kepler-383,,,,,,291.3426078,38.3631616,,15.0655000
Kepler-383 b,Kepler-383,0.094800,,,0.70,0.68,291.3426078,38.3631616,,15.0655000
Kepler-383 c,Kepler-383,0.172000,0.111,,0.67,,291.3426078,38.3631616,,15.0655000
Kepler-383 c,Kepler-383,0.170900,,,0.70,0.68,291.3426078,38.3631616,,15.0655000
Kepler-383 c,Kepler-383,0.170000,,,0.65,0.67,291.3426078,38.3631616,,15.0655000
Kepler-383 c,Kepler-383,,0.124,,0.71,0.75,291.3426078,38.3631616,,15.0655000
Kepler-383 c,Kepler-383,0.170900,,,0.70,0.68,291.3426078,38.3631616,,15.0655000
Kepler-383 c,Kepler-383,,,,,,291.3426078,38.3631616,,15.0655000
Kepler-383 c,Kepler-383,0.170900,,,0.70,0.68,291.3426078,38.3631616,,15.0655000
Kepler-383 c,Kepler-383,,,,,,291.3426078,38.3631616,,15.0655000
Kepler-383 c,Kepler-383,0.173400,,,0.72,0.71,291.3426078,38.3631616,,15.0655000
Kepler-388 b,Kepler-388,0.036000,0.072,,0.59,,284.8280577,44.6086451,,15.0015000
Kepler-388 b,Kepler-388,0.036000,,,0.61,0.64,284.8280577,44.6086451,,15.0015000
Kepler-388 b,Kepler-388,0.036200,,,0.63,0.63,284.8280577,44.6086451,,15.0015000
Kepler-388 b,Kepler-388,,0.087,,0.69,0.73,284.8280577,44.6086451,,15.0015000
Kepler-388 b,Kepler-388,,,,,,284.8280577,44.6086451,,15.0015000
Kepler-388 b,Kepler-388,0.036200,,,0.63,0.63,284.8280577,44.6086451,,15.0015000
Kepler-388 b,Kepler-388,0.036200,,,0.63,0.63,284.8280577,44.6086451,,15.0015000
Kepler-388 b,Kepler-388,0.036200,,,0.63,0.63,284.8280577,44.6086451,,15.0015000
Kepler-388 b,Kepler-388,,,,,,284.8280577,44.6086451,,15.0015000
Kepler-388 c,Kepler-388,0.094000,,,0.61,0.64,284.8280577,44.6086451,,15.0015000
Kepler-388 c,Kepler-388,0.093000,0.077,,0.59,,284.8280577,44.6086451,,15.0015000
Kepler-388 c,Kepler-388,0.094000,,,0.63,0.63,284.8280577,44.6086451,,15.0015000
Kepler-388 c,Kepler-388,,0.094,,0.69,0.73,284.8280577,44.6086451,,15.0015000
Kepler-388 c,Kepler-388,0.094000,,,0.63,0.63,284.8280577,44.6086451,,15.0015000
Kepler-388 c,Kepler-388,,,,,,284.8280577,44.6086451,,15.0015000
Kepler-388 c,Kepler-388,,,,,,284.8280577,44.6086451,,15.0015000
Kepler-388 c,Kepler-388,0.094000,,,0.63,0.63,284.8280577,44.6086451,,15.0015000
Kepler-388 c,Kepler-388,0.094000,,,0.63,0.63,284.8280577,44.6086451,,15.0015000
Kepler-397 b,Kepler-397,0.142600,,,0.76,0.78,295.8940373,42.3805156,,
Kepler-397 b,Kepler-397,0.139800,,,0.68,0.74,295.8940373,42.3805156,,
Kepler-397 b,Kepler-397,0.144000,0.219,,0.77,,295.8940373,42.3805156,,
Kepler-397 b,Kepler-397,,0.177,,0.76,0.79,295.8940373,42.3805156,,
Kepler-397 b,Kepler-397,0.139800,,,0.68,0.74,295.8940373,42.3805156,,
Kepler-397 b,Kepler-397,0.139800,,,0.68,0.74,295.8940373,42.3805156,,
Kepler-397 b,Kepler-397,0.146000,,,0.74,0.84,295.8940373,42.3805156,,
Kepler-397 b,Kepler-397,,,,,,295.8940373,42.3805156,,
Kepler-397 c,Kepler-397,0.475600,,,0.76,0.78,295.8940373,42.3805156,,
Kepler-397 c,Kepler-397,0.480000,0.551,,0.77,,295.8940373,42.3805156,,
Kepler-397 c,Kepler-397,0.488000,,,0.74,0.84,295.8940373,42.3805156,,
Kepler-397 c,Kepler-397,,0.567,,0.76,0.79,295.8940373,42.3805156,,
Kepler-397 c,Kepler-397,0.466300,,,0.68,0.74,295.8940373,42.3805156,,
Kepler-397 c,Kepler-397,,,,,,295.8940373,42.3805156,,
Kepler-397 c,Kepler-397,,,,,,295.8940373,42.3805156,,
Kepler-397 c,Kepler-397,,,,,,295.8940373,42.3805156,,
Kepler-397 c,Kepler-397,0.466300,,,0.68,0.74,295.8940373,42.3805156,,
Kepler-397 c,Kepler-397,0.466300,,,0.68,0.74,295.8940373,42.3805156,,
Kepler-437 b,Kepler-437,,,,,,297.3473326,44.0269249,,14.3622000
