# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 28 01:02:29 2022
#
# User preference: *
#
# CONSTRAINT:  order by sy_dist asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,pl_rade,pl_radj,pl_masse,pl_massj,ra,dec,sy_dist,sy_gaiamag
Kepler-1795 b,Kepler-1795,,,,,286.4792568,39.2698793,,15.7903000
Kepler-1795 b,Kepler-1795,1.840,,,,286.4792568,39.2698793,,15.7903000
Kepler-1795 b,Kepler-1795,1.910,,,,286.4792568,39.2698793,,15.7903000
Kepler-1795 b,Kepler-1795,,,,,286.4792568,39.2698793,,15.7903000
Kepler-1813 b,Kepler-1813,1.420,,,,292.2399069,48.5115214,,15.5361000
Kepler-1813 b,Kepler-1813,1.413,0.126,,,292.2399069,48.5115214,,15.5361000
Kepler-1813 b,Kepler-1813,1.420,,,,292.2399069,48.5115214,,15.5361000
Kepler-1813 b,Kepler-1813,1.300,,,,292.2399069,48.5115214,,15.5361000
Kepler-1813 b,Kepler-1813,1.420,,,,292.2399069,48.5115214,,15.5361000
Kepler-1813 b,Kepler-1813,,,,,292.2399069,48.5115214,,15.5361000
Kepler-1813 b,Kepler-1813,1.450,,,,292.2399069,48.5115214,,15.5361000
Kepler-1855 b,Kepler-1855,0.670,,,,283.4018628,41.5161554,,15.7514000
Kepler-1855 b,Kepler-1855,1.020,,,,283.4018628,41.5161554,,15.7514000
Kepler-1855 b,Kepler-1855,0.590,,,,283.4018628,41.5161554,,15.7514000
Kepler-1855 b,Kepler-1855,0.590,,,,283.4018628,41.5161554,,15.7514000
Kepler-1855 b,Kepler-1855,,,,,283.4018628,41.5161554,,15.7514000
Kepler-1855 b,Kepler-1855,0.590,,,,283.4018628,41.5161554,,15.7514000
Kepler-1855 b,Kepler-1855,1.216,0.109,,,283.4018628,41.5161554,,15.7514000
Kepler-1910 b,Kepler-1910,1.000,,,,296.6171677,41.2811677,,15.5768000
Kepler-1910 b,Kepler-1910,,,,,296.6171677,41.2811677,,15.5768000
Kepler-1910 b,Kepler-1910,1.000,,,,296.6171677,41.2811677,,15.5768000
Kepler-1910 b,Kepler-1910,0.860,,,,296.6171677,41.2811677,,15.5768000
Kepler-1910 b,Kepler-1910,1.184,0.106,,,296.6171677,41.2811677,,15.5768000
Kepler-1910 b,Kepler-1910,0.990,,,,296.6171677,41.2811677,,15.5768000
Kepler-1910 b,Kepler-1910,1.000,,,,296.6171677,41.2811677,,15.5768000
Kepler-1945 b,Kepler-1945,1.289,0.115,,,281.8980828,42.2858185,,
Kepler-1945 b,Kepler-1945,1.070,,,,281.8980828,42.2858185,,
Kepler-1945 b,Kepler-1945,1.050,,,,281.8980828,42.2858185,,
Kepler-1945 b,Kepler-1945,1.050,,,,281.8980828,42.2858185,,
Kepler-1945 b,Kepler-1945,,,,,281.8980828,42.2858185,,
Kepler-1945 b,Kepler-1945,1.050,,,,281.8980828,42.2858185,,
Kepler-1964 b,Kepler-1964,,,,,297.0588033,49.4784362,,
Kepler-1964 b,Kepler-1964,14.680,,,,297.0588033,49.4784362,,
Kepler-1964 b,Kepler-1964,21.290,,,,297.0588033,49.4784362,,
Kepler-1964 b,Kepler-1964,1.781,0.159,,,297.0588033,49.4784362,,
Kepler-1964 b,Kepler-1964,14.680,,,,297.0588033,49.4784362,,
Kepler-1964 b,Kepler-1964,14.680,,,,297.0588033,49.4784362,,
Kepler-241 b,Kepler-241,2.170,,,,292.9131121,41.0609786,,15.3871000
Kepler-241 b,Kepler-241,2.360,0.211,,,292.9131121,41.0609786,,15.3871000
Kepler-241 b,Kepler-241,2.330,0.208,,,292.9131121,41.0609786,,15.3871000
Kepler-241 b,Kepler-241,2.350,,,,292.9131121,41.0609786,,15.3871000
Kepler-241 b,Kepler-241,,,,,292.9131121,41.0609786,,15.3871000
Kepler-241 b,Kepler-241,,,,,292.9131121,41.0609786,,15.3871000
Kepler-241 b,Kepler-241,2.310,,,,292.9131121,41.0609786,,15.3871000
Kepler-241 b,Kepler-241,,,,,292.9131121,41.0609786,,15.3871000
Kepler-241 b,Kepler-241,2.350,,,,292.9131121,41.0609786,,15.3871000
Kepler-241 b,Kepler-241,2.350,,,,292.9131121,41.0609786,,15.3871000
Kepler-241 c,Kepler-241,2.640,,,,292.9131121,41.0609786,,15.3871000
Kepler-241 c,Kepler-241,2.570,0.229,,,292.9131121,41.0609786,,15.3871000
Kepler-241 c,Kepler-241,2.710,,,,292.9131121,41.0609786,,15.3871000
Kepler-241 c,Kepler-241,2.710,,,,292.9131121,41.0609786,,15.3871000
Kepler-241 c,Kepler-241,,,,,292.9131121,41.0609786,,15.3871000
Kepler-241 c,Kepler-241,,,,,292.9131121,41.0609786,,15.3871000
Kepler-241 c,Kepler-241,2.710,,,,292.9131121,41.0609786,,15.3871000
Kepler-241 c,Kepler-241,,,,,292.9131121,41.0609786,,15.3871000
Kepler-241 c,Kepler-241,2.610,,,,292.9131121,41.0609786,,15.3871000
Kepler-241 c,Kepler-241,2.740,0.244,,,292.9131121,41.0609786,,15.3871000
Kepler-296 b,Kepler-296,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,35.250,3.145,,,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,2.150,0.192,,,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,35.380,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,0.987,0.088,,,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,0.470,0.042,,,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,1.140,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,1.610,0.144,,,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,0.940,0.084,,,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,1.010,0.090,,,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,35.380,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,35.380,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 b,Kepler-296,1.530,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,1.520,0.136,,,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,1.520,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,0.840,0.075,,,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,3.350,0.299,,,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,1.890,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,1.520,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,1.530,0.136,,,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,1.726,0.154,,,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,1.380,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,2.000,0.178,,,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,2.150,0.192,,,286.5400278,49.4372614,,15.9015000
Kepler-296 c,Kepler-296,1.520,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,1.650,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,2.090,0.186,,,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,1.874,0.167,,,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,1.650,0.147,,,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,2.280,0.203,,,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,1.650,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,1.650,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,0.920,0.082,,,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,1.450,0.129,,,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,1.990,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,2.690,0.240,,,286.5400278,49.4372614,,15.9015000
Kepler-296 d,Kepler-296,1.520,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,1.480,0.132,,,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,1.080,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,1.060,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,1.090,0.097,,,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,1.530,0.136,,,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,1.080,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,1.860,0.166,,,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,1.750,0.156,,,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,1.080,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 e,Kepler-296,1.400,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,2.080,0.186,,,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,1.230,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,1.610,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,1.230,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,1.790,0.160,,,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,1.800,0.161,,,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,1.750,0.156,,,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,1.230,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,1.180,,,,286.5400278,49.4372614,,15.9015000
Kepler-296 f,Kepler-296,1.210,0.108,,,286.5400278,49.4372614,,15.9015000
Kepler-313 b,Kepler-313,2.530,0.226,,,298.2948708,48.7754000,,14.1106000
Kepler-313 b,Kepler-313,,,,,298.2948708,48.7754000,,14.1106000
Kepler-313 b,Kepler-313,,,,,298.2948708,48.7754000,,14.1106000
Kepler-313 b,Kepler-313,,,,,298.2948708,48.7754000,,14.1106000
Kepler-313 b,Kepler-313,1.910,,,,298.2948708,48.7754000,,14.1106000
Kepler-313 b,Kepler-313,2.430,0.217,,,298.2948708,48.7754000,,14.1106000
Kepler-313 b,Kepler-313,1.910,,,,298.2948708,48.7754000,,14.1106000
Kepler-313 b,Kepler-313,1.970,,,,298.2948708,48.7754000,,14.1106000
Kepler-313 b,Kepler-313,2.530,,,,298.2948708,48.7754000,,14.1106000
Kepler-313 b,Kepler-313,1.910,,,,298.2948708,48.7754000,,14.1106000
Kepler-313 c,Kepler-313,1.700,,,,298.2948708,48.7754000,,14.1106000
Kepler-313 c,Kepler-313,,,,,298.2948708,48.7754000,,14.1106000
Kepler-313 c,Kepler-313,,,,,298.2948708,48.7754000,,14.1106000
Kepler-313 c,Kepler-313,,,,,298.2948708,48.7754000,,14.1106000
Kepler-313 c,Kepler-313,2.270,0.203,,,298.2948708,48.7754000,,14.1106000
Kepler-313 c,Kepler-313,1.700,,,,298.2948708,48.7754000,,14.1106000
Kepler-313 c,Kepler-313,1.700,,,,298.2948708,48.7754000,,14.1106000
Kepler-313 c,Kepler-313,2.310,,,,298.2948708,48.7754000,,14.1106000
Kepler-313 c,Kepler-313,2.570,0.229,,,298.2948708,48.7754000,,14.1106000
Kepler-313 c,Kepler-313,1.960,,,,298.2948708,48.7754000,,14.1106000
Kepler-345 b,Kepler-345,0.690,,,,295.2288521,45.9710432,,14.0341000
Kepler-345 b,Kepler-345,0.790,,,,295.2288521,45.9710432,,14.0341000
Kepler-345 b,Kepler-345,0.740,0.066,,,295.2288521,45.9710432,,14.0341000
Kepler-345 b,Kepler-345,,,,,295.2288521,45.9710432,,14.0341000
Kepler-345 b,Kepler-345,,,,,295.2288521,45.9710432,,14.0341000
Kepler-345 b,Kepler-345,0.790,,,,295.2288521,45.9710432,,14.0341000
Kepler-345 b,Kepler-345,0.790,,,,295.2288521,45.9710432,,14.0341000
Kepler-345 b,Kepler-345,0.800,0.071,0.50000,0.00157,295.2288521,45.9710432,,14.0341000
Kepler-345 b,Kepler-345,0.810,0.072,,,295.2288521,45.9710432,,14.0341000
Kepler-345 b,Kepler-345,0.790,,,,295.2288521,45.9710432,,14.0341000
Kepler-345 c,Kepler-345,1.220,,,,295.2288521,45.9710432,,14.0341000
Kepler-345 c,Kepler-345,,,,,295.2288521,45.9710432,,14.0341000
Kepler-345 c,Kepler-345,1.240,,,,295.2288521,45.9710432,,14.0341000
Kepler-345 c,Kepler-345,1.690,,,,295.2288521,45.9710432,,14.0341000
Kepler-345 c,Kepler-345,1.300,0.116,2.20000,0.00692,295.2288521,45.9710432,,14.0341000
Kepler-345 c,Kepler-345,,,,,295.2288521,45.9710432,,14.0341000
Kepler-345 c,Kepler-345,1.200,0.107,,,295.2288521,45.9710432,,14.0341000
Kepler-345 c,Kepler-345,1.220,,,,295.2288521,45.9710432,,14.0341000
Kepler-345 c,Kepler-345,1.220,,,,295.2288521,45.9710432,,14.0341000
Kepler-345 c,Kepler-345,1.330,0.119,,,295.2288521,45.9710432,,14.0341000
Kepler-345 c,Kepler-345,,,,,295.2288521,45.9710432,,14.0341000
Kepler-369 b,Kepler-369,1.420,,,,293.6743322,47.9084727,,15.6683000
Kepler-369 b,Kepler-369,1.000,,,,293.6743322,47.9084727,,15.6683000
Kepler-369 b,Kepler-369,1.000,,,,293.6743322,47.9084727,,15.6683000
Kepler-369 b,Kepler-369,1.374,0.123,,,293.6743322,47.9084727,,15.6683000
Kepler-369 b,Kepler-369,1.080,0.096,,,293.6743322,47.9084727,,15.6683000
Kepler-369 b,Kepler-369,1.180,0.105,,,293.6743322,47.9084727,,15.6683000
Kepler-369 b,Kepler-369,1.600,,,,293.6743322,47.9084727,,15.6683000
Kepler-369 b,Kepler-369,,,,,293.6743322,47.9084727,,15.6683000
Kepler-369 b,Kepler-369,1.130,0.101,,,293.6743322,47.9084727,,15.6683000
Kepler-369 b,Kepler-369,1.150,0.103,,,293.6743322,47.9084727,,15.6683000
Kepler-369 b,Kepler-369,1.000,,,,293.6743322,47.9084727,,15.6683000
Kepler-369 b,Kepler-369,,,,,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,1.320,,,,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,1.320,,,,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,1.520,0.136,,,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,1.427,0.127,,,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,1.230,0.110,,,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,1.800,,,,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,1.410,0.126,,,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,1.590,,,,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,1.270,0.113,,,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,,,,,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,,,,,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,,,,,293.6743322,47.9084727,,15.6683000
Kepler-369 c,Kepler-369,1.320,,,,293.6743322,47.9084727,,15.6683000
Kepler-383 b,Kepler-383,,,,,291.3426078,38.3631616,,15.0655000
Kepler-383 b,Kepler-383,1.320,,,,291.3426078,38.3631616,,15.0655000
Kepler-383 b,Kepler-383,1.490,,,,291.3426078,38.3631616,,15.0655000
Kepler-383 b,Kepler-383,1.390,,,,291.3426078,38.3631616,,15.0655000
Kepler-383 b,Kepler-383,,,,,291.3426078,38.3631616,,15.0655000
Kepler-383 b,Kepler-383,1.390,0.124,,,291.3426078,38.3631616,,15.0655000
Kepler-383 b,Kepler-383,1.320,0.118,,,291.3426078,38.3631616,,15.0655000
Kepler-383 b,Kepler-383,1.390,,,,291.3426078,38.3631616,,15.0655000
Kepler-383 b,Kepler-383,,,,,291.3426078,38.3631616,,15.0655000
Kepler-383 b,Kepler-383,1.390,,,,291.3426078,38.3631616,,15.0655000
Kepler-383 c,Kepler-383,1.240,0.111,,,291.3426078,38.3631616,,15.0655000
Kepler-383 c,Kepler-383,1.390,,,,291.3426078,38.3631616,,15.0655000
Kepler-383 c,Kepler-383,1.260,,,,291.3426078,38.3631616,,15.0655000
Kepler-383 c,Kepler-383,1.390,0.124,,,291.3426078,38.3631616,,15.0655000
Kepler-383 c,Kepler-383,1.390,,,,291.3426078,38.3631616,,15.0655000
Kepler-383 c,Kepler-383,,,,,291.3426078,38.3631616,,15.0655000
Kepler-383 c,Kepler-383,1.390,,,,291.3426078,38.3631616,,15.0655000
Kepler-383 c,Kepler-383,,,,,291.3426078,38.3631616,,15.0655000
Kepler-383 c,Kepler-383,1.470,,,,291.3426078,38.3631616,,15.0655000
Kepler-388 b,Kepler-388,0.810,0.072,,,284.8280577,44.6086451,,15.0015000
Kepler-388 b,Kepler-388,0.950,,,,284.8280577,44.6086451,,15.0015000
Kepler-388 b,Kepler-388,0.910,,,,284.8280577,44.6086451,,15.0015000
Kepler-388 b,Kepler-388,0.980,0.087,,,284.8280577,44.6086451,,15.0015000
Kepler-388 b,Kepler-388,,,,,284.8280577,44.6086451,,15.0015000
Kepler-388 b,Kepler-388,0.880,,,,284.8280577,44.6086451,,15.0015000
Kepler-388 b,Kepler-388,0.910,,,,284.8280577,44.6086451,,15.0015000
Kepler-388 b,Kepler-388,0.910,,,,284.8280577,44.6086451,,15.0015000
Kepler-388 b,Kepler-388,,,,,284.8280577,44.6086451,,15.0015000
Kepler-388 c,Kepler-388,1.060,,,,284.8280577,44.6086451,,15.0015000
Kepler-388 c,Kepler-388,0.860,0.077,,,284.8280577,44.6086451,,15.0015000
Kepler-388 c,Kepler-388,0.960,,,,284.8280577,44.6086451,,15.0015000
Kepler-388 c,Kepler-388,1.050,0.094,,,284.8280577,44.6086451,,15.0015000
Kepler-388 c,Kepler-388,0.960,,,,284.8280577,44.6086451,,15.0015000
Kepler-388 c,Kepler-388,,,,,284.8280577,44.6086451,,15.0015000
Kepler-388 c,Kepler-388,,,,,284.8280577,44.6086451,,15.0015000
Kepler-388 c,Kepler-388,0.910,,,,284.8280577,44.6086451,,15.0015000
Kepler-388 c,Kepler-388,0.960,,,,284.8280577,44.6086451,,15.0015000
Kepler-397 b,Kepler-397,2.070,,,,295.8940373,42.3805156,,
Kepler-397 b,Kepler-397,1.780,,,,295.8940373,42.3805156,,
Kepler-397 b,Kepler-397,2.460,0.219,,,295.8940373,42.3805156,,
Kepler-397 b,Kepler-397,1.980,0.177,,,295.8940373,42.3805156,,
Kepler-397 b,Kepler-397,1.780,,,,295.8940373,42.3805156,,
Kepler-397 b,Kepler-397,1.780,,,,295.8940373,42.3805156,,
Kepler-397 b,Kepler-397,2.510,,,,295.8940373,42.3805156,,
Kepler-397 b,Kepler-397,,,,,295.8940373,42.3805156,,
Kepler-397 c,Kepler-397,6.010,,,,295.8940373,42.3805156,,
Kepler-397 c,Kepler-397,6.180,0.551,,,295.8940373,42.3805156,,
Kepler-397 c,Kepler-397,6.310,,,,295.8940373,42.3805156,,
Kepler-397 c,Kepler-397,6.350,0.567,,,295.8940373,42.3805156,,
Kepler-397 c,Kepler-397,5.700,,,,295.8940373,42.3805156,,
Kepler-397 c,Kepler-397,,,,,295.8940373,42.3805156,,
Kepler-397 c,Kepler-397,,,,,295.8940373,42.3805156,,
Kepler-397 c,Kepler-397,,,,,295.8940373,42.3805156,,
Kepler-397 c,Kepler-397,5.700,,,,295.8940373,42.3805156,,
Kepler-397 c,Kepler-397,5.700,,,,295.8940373,42.3805156,,
Kepler-437 b,Kepler-437,,,,,297.3473326,44.0269249,,14.3622000
Kepler-437 b,Kepler-437,,,,,297.3473326,44.0269249,,14.3622000
Kepler-437 b,Kepler-437,2.140,0.190,,,297.3473326,44.0269249,,14.3622000
Kepler-437 b,Kepler-437,1.370,,,,297.3473326,44.0269249,,14.3622000
Kepler-437 b,Kepler-437,1.500,0.134,,,297.3473326,44.0269249,,14.3622000
Kepler-437 b,Kepler-437,1.560,,,,297.3473326,44.0269249,,14.3622000
Kepler-437 b,Kepler-437,1.370,,,,297.3473326,44.0269249,,14.3622000
Kepler-437 b,Kepler-437,1.370,,,,297.3473326,44.0269249,,14.3622000
Kepler-438 b,Kepler-438,0.980,,,,281.6457236,41.9510686,,14.4852000
Kepler-438 b,Kepler-438,,,,,281.6457236,41.9510686,,14.4852000
Kepler-438 b,Kepler-438,1.130,0.101,,,281.6457236,41.9510686,,14.4852000
Kepler-438 b,Kepler-438,0.980,,,,281.6457236,41.9510686,,14.4852000
Kepler-438 b,Kepler-438,1.120,0.100,,,281.6457236,41.9510686,,14.4852000
Kepler-438 b,Kepler-438,0.980,,,,281.6457236,41.9510686,,14.4852000
Kepler-438 b,Kepler-438,1.010,0.090,,,281.6457236,41.9510686,,14.4852000
Kepler-438 b,Kepler-438,,,,,281.6457236,41.9510686,,14.4852000
Kepler-438 b,Kepler-438,0.970,,,,281.6457236,41.9510686,,14.4852000
Kepler-438 b,Kepler-438,,,,,281.6457236,41.9510686,,14.4852000
Kepler-477 b,Kepler-477,2.200,,,,288.0674450,42.3553050,,
Kepler-477 b,Kepler-477,1.840,,,,288.0674450,42.3553050,,
Kepler-477 b,Kepler-477,2.070,0.185,,,288.0674450,42.3553050,,
Kepler-477 b,Kepler-477,1.840,,,,288.0674450,42.3553050,,
Kepler-477 b,Kepler-477,2.080,,,,288.0674450,42.3553050,,
Kepler-477 b,Kepler-477,1.840,,,,288.0674450,42.3553050,,
Kepler-477 b,Kepler-477,,,,,288.0674450,42.3553050,,
Kepler-477 b,Kepler-477,,,,,288.0674450,42.3553050,,
Kepler-478 b,Kepler-478,2.860,,,,292.4870063,46.1961870,,13.9672000
Kepler-478 b,Kepler-478,,,,,292.4870063,46.1961870,,13.9672000
Kepler-478 b,Kepler-478,2.380,,,,292.4870063,46.1961870,,13.9672000
Kepler-478 b,Kepler-478,,,,,292.4870063,46.1961870,,13.9672000
Kepler-478 b,Kepler-478,,,,,292.4870063,46.1961870,,13.9672000
Kepler-478 b,Kepler-478,2.710,0.242,,,292.4870063,46.1961870,,13.9672000
Kepler-478 b,Kepler-478,2.740,,,,292.4870063,46.1961870,,13.9672000
Kepler-478 b,Kepler-478,2.860,,,,292.4870063,46.1961870,,13.9672000
Kepler-478 b,Kepler-478,2.860,,,,292.4870063,46.1961870,,13.9672000
Kepler-515 b,Kepler-515,,,,,290.4939130,52.0556110,,
Kepler-515 b,Kepler-515,,,,,290.4939130,52.0556110,,
Kepler-515 b,Kepler-515,,,,,290.4939130,52.0556110,,
Kepler-515 b,Kepler-515,1.750,,,,290.4939130,52.0556110,,
Kepler-515 b,Kepler-515,1.750,,,,290.4939130,52.0556110,,
Kepler-515 b,Kepler-515,1.750,,,,290.4939130,52.0556110,,
Kepler-515 b,Kepler-515,1.430,,,,290.4939130,52.0556110,,
Kepler-515 b,Kepler-515,1.500,,,,290.4939130,52.0556110,,
Kepler-515 b,Kepler-515,1.460,0.130,,,290.4939130,52.0556110,,
Kepler-565 b,Kepler-565,,,,,283.6180825,47.1967793,,
Kepler-565 b,Kepler-565,,,,,283.6180825,47.1967793,,
Kepler-565 b,Kepler-565,3.220,,,,283.6180825,47.1967793,,
Kepler-565 b,Kepler-565,3.400,,,,283.6180825,47.1967793,,
Kepler-565 b,Kepler-565,3.160,,,,283.6180825,47.1967793,,
Kepler-565 b,Kepler-565,3.220,,,,283.6180825,47.1967793,,
Kepler-565 b,Kepler-565,3.640,0.325,,,283.6180825,47.1967793,,
Kepler-565 b,Kepler-565,3.220,,,,283.6180825,47.1967793,,
Kepler-615 b,Kepler-615,,,,,282.4506927,46.3213671,,14.3489000
Kepler-615 b,Kepler-615,,,,,282.4506927,46.3213671,,14.3489000
Kepler-615 b,Kepler-615,1.360,,,,282.4506927,46.3213671,,14.3489000
Kepler-615 b,Kepler-615,1.360,,,,282.4506927,46.3213671,,14.3489000
Kepler-615 b,Kepler-615,1.740,0.155,,,282.4506927,46.3213671,,14.3489000
Kepler-615 b,Kepler-615,2.080,,,,282.4506927,46.3213671,,14.3489000
Kepler-615 b,Kepler-615,,,,,282.4506927,46.3213671,,14.3489000
Kepler-615 b,Kepler-615,1.360,,,,282.4506927,46.3213671,,14.3489000
Kepler-615 b,Kepler-615,1.920,,,,282.4506927,46.3213671,,14.3489000
Kepler-621 b,Kepler-621,,,,,290.9272450,39.9141166,,14.8956000
Kepler-621 b,Kepler-621,1.770,,,,290.9272450,39.9141166,,14.8956000
Kepler-621 b,Kepler-621,1.900,,,,290.9272450,39.9141166,,14.8956000
Kepler-621 b,Kepler-621,1.900,,,,290.9272450,39.9141166,,14.8956000
Kepler-621 b,Kepler-621,2.300,0.205,,,290.9272450,39.9141166,,14.8956000
Kepler-621 b,Kepler-621,1.780,,,,290.9272450,39.9141166,,14.8956000
Kepler-621 b,Kepler-621,,,,,290.9272450,39.9141166,,14.8956000
Kepler-621 b,Kepler-621,1.900,,,,290.9272450,39.9141166,,14.8956000
Kepler-621 b,Kepler-621,,,,,290.9272450,39.9141166,,14.8956000
Kepler-632 b,Kepler-632,,,,,297.2526130,40.2886050,,
Kepler-632 b,Kepler-632,,,,,297.2526130,40.2886050,,
Kepler-632 b,Kepler-632,,,,,297.2526130,40.2886050,,
Kepler-632 b,Kepler-632,2.210,0.197,,,297.2526130,40.2886050,,
Kepler-632 b,Kepler-632,2.440,,,,297.2526130,40.2886050,,
Kepler-632 b,Kepler-632,2.420,,,,297.2526130,40.2886050,,
Kepler-632 b,Kepler-632,2.430,,,,297.2526130,40.2886050,,
Kepler-632 b,Kepler-632,2.420,,,,297.2526130,40.2886050,,
Kepler-632 b,Kepler-632,2.420,,,,297.2526130,40.2886050,,
Kepler-746 b,Kepler-746,1.360,,,,290.6822097,37.3551593,,13.6111000
Kepler-746 b,Kepler-746,1.170,,,,290.6822097,37.3551593,,13.6111000
Kepler-746 b,Kepler-746,,,,,290.6822097,37.3551593,,13.6111000
